temperature,oil_level,gas_content,load,vibration,moisture,fault
80.93681342377668,90.08109467311058,41.85989609395209,714.6427345277451,1.199574638584028,31.904431298678663,0.9950782911689311
70.96662387090066,110.04679522543833,21.107104197392726,612.9516525412851,0.7001417397939775,24.834235281900263,0.0010585689208529852
81.93708401088016,93.02210258891569,47.91362456222492,731.0040881359746,1.1924781758137604,33.0061203620359,0.9956045138824298
70.85857825918123,113.0541615652076,20.75023902523187,601.4502599739803,0.7001175179022208,25.98007620302891,-0.004219275376021691
81.03380879657892,92.16435910184872,42.80358573525089,710.6065851602997,1.1971909784928652,33.03226598115272,1.0034425729905743
83.88080170847392,83.81755464527744,59.094243703626915,803.2264647316267,1.3993823563539174,35.04652174347482,1.0026889408343655
69.09014160582083,116.85565016015936,18.931908295147334,536.5648930423557,0.6972600990581049,24.102162287628193,0.007437452889612476
81.97345848319603,95.10317229685242,45.052803176454226,710.4654266385305,1.3008405925176103,36.03300636785829,1.0026475587954335
72.01234104087334,110.15366420514556,22.84495268525414,625.3847143497791,0.7998995142869458,28.025612524600607,-0.004166844029747029
80.00321437611343,98.20221375189186,43.74123351390788,714.7168781054635,1.1940243909858692,30.834435660584262,0.9997054361025135
69.96365449934586,113.06559051804217,20.128699349508363,608.1596763537655,0.7029533682924791,25.01870190630249,0.0026503235280073336
81.00751384502846,90.97339089813826,42.15658209692845,708.9686827990143,1.2016291995556645,33.94001355755787,0.993517458346805
81.05186019172633,89.97281325075232,42.21125303698287,711.5009708932826,1.2080401909378407,32.17315518932472,1.0014103599811366
67.96600124829813,115.10774705886648,18.417390889554948,525.0711632922726,0.5970263408417321,21.90331584380313,0.002759774481527994
72.94058463229851,109.23663806110181,23.87449040545849,617.2109919107472,0.8059731422501276,29.01725354150285,-0.002760123645057883
71.90813817961808,108.91674356929337,22.813497493119883,631.0005371005858,0.8028457241389697,26.85972951574171,-0.0020179605925966706
67.10429913188274,115.05597813192026,17.185321226014572,518.447192858798,0.6001900891155842,20.9775368604037,0.0018357218844310271
69.94791980585286,117.87687933505707,20.0877992049629,538.2262500990981,0.7015140810845841,23.008367560468912,-0.0007372124495908371
85.06080702978622,79.88660450534671,64.19892596700957,813.2507412522876,1.5048849441141974,36.0307295735128,0.9975675180870112
85.01703341199206,79.8921004760054,64.15684621043115,812.6314257995507,1.5016106573924275,35.86888438589372,0.999483023024131
71.02213973374141,113.02210104041598,20.49660674833191,598.9529734112286,0.6998024440855957,25.97090321347816,0.001235512824152103
81.89062534889493,90.94936937432134,45.771535372923516,720.601359842974,1.1984014705438832,34.948831946238855,0.996208617985385
78.87410580599082,92.04037493336025,37.92955484661645,689.4823904478154,1.1006682331429425,32.942127473658964,1.0025610300706391
86.07241009891594,85.09523991755393,58.67243323293609,816.2897712963189,1.4982209021167439,41.05839790717399,0.9951373358337979
82.88594889930776,85.97311223133399,52.89975164811124,790.6671331369267,1.3003547315435728,33.9166103745228,1.0073550395674487
67.82652367404509,115.88196410155949,17.85654825409533,525.3198629240309,0.596255946120796,21.92533021541022,-0.0010055232725941516
86.10105070754177,82.97112441644381,59.02848545789071,820.6626851826735,1.4971218768900134,39.01580522039777,1.001372177846971
64.99880813652939,118.94728419436021,15.127608662382057,504.83370440321687,0.4968982055015474,18.04894130666813,-0.00031992827814282624
64.99497996620029,123.23848052077406,15.314310199313756,515.1404117368787,0.5013112723999166,15.917990956684454,0.003593108126955265
68.04960887404935,116.7072790267758,17.99106774806301,529.0260232917158,0.5952645083915341,20.928349440122613,-0.0016706172035040603
72.00508333610026,108.93369186926608,22.814075972249956,628.5370125943307,0.7998116240207135,26.96201165687715,-0.0034280349617913115
67.04804522214614,113.91027247608325,16.54165140546769,518.7505781427712,0.5997628083965991,20.005212467331443,0.008418740613124922
70.11015044657583,118.95609157566032,19.941691413324385,542.5425251925282,0.6967440184836385,23.09516026294362,0.0018080026092179187
67.00068810913832,116.05468613200887,16.850235414768193,517.3914227145127,0.5977479848369233,21.126959107784728,-0.0009443442465223824
87.03188739431559,88.91296810269668,65.85189019384721,833.5912817190649,1.598087574827145,44.8810276268102,0.9967425245874036
71.02083812249212,109.87021446167236,21.076729511256215,613.8451912888528,0.6976367876028411,24.93664558888696,0.013358816898783425
81.08918698767033,90.98090418949904,41.15177019941021,712.0307882794114,1.1937290010020485,30.81369645309117,1.0039299248756666
79.0038418825312,92.34371491432519,36.261812262990475,691.3597822261689,1.1029695044859271,30.143876842578113,0.9928151535126539
85.02302317417622,79.96780738875574,64.13890874294147,812.5441082583277,1.5010711496240268,36.055890637293764,1.0006696737187932
71.91360524929117,111.20879323043573,22.1483614183685,620.1102372671178,0.7905338752241726,26.919760729325684,0.003438805657999362
68.95494145158274,117.99334832860777,19.051128237955567,538.8358289639717,0.7028140776076514,24.005140514487902,-0.009459731266559553
78.98794672490894,92.05112621475018,37.995275065888364,690.6295954169949,1.1007277827229835,32.97246859830592,0.9898708662041931
69.17469870875074,118.85283552900057,19.01291096098293,540.6414248242187,0.6969787439393984,22.94859005529227,-0.005285774370691372
65.86405444678566,120.07857757581004,16.14992294060506,518.5039264370861,0.49914654179714396,18.046094864226916,0.0008546918556414998
80.0925647576417,96.0075578599796,41.61932257894454,708.0322041155073,1.2024150156766615,32.98896299132972,0.9990958194063019
70.99191200603751,110.02134315037651,21.22070685905299,614.6758678177756,0.6997888398026443,25.090599465250502,0.01269241614713976
70.04379279871742,113.89396125474937,19.78279456460301,606.1941059900248,0.6933790096781222,25.075624399175382,-0.0012636115628652926
65.0584522057179,122.00340733180036,14.945380143602867,511.96532128897877,0.5034727797479406,16.94591629582669,-0.0006311850363663239
65.08361022332103,122.05233288960949,14.947517863815982,512.5243548721938,0.4988007031498403,17.07633353601915,-0.009157030421075619
84.86278152326099,81.95466418395759,61.95876418021607,809.413399252562,1.4980331317311046,38.021610523216026,1.0011287867154237
79.93749632785428,95.93787010867187,42.03473716898329,707.8588106715574,1.1956339294845515,32.907823430179356,0.9895073911254666
71.00289077987922,111.98702556388095,20.994347027555506,609.7523851182239,0.694397435977724,25.957856648513125,0.004573120269934233
85.94564995768634,83.14564478907275,59.1393917811532,820.8863338302797,1.500834923524187,39.08438205278714,1.0063584259831737
66.05990683221748,116.88442256971558,16.160987227239,510.4141070286933,0.5012758181138067,20.0145839043141,-0.0030814654409605396
66.0026737462187,116.92526295205136,15.93648281220178,513.9767861791868,0.4960982169244491,19.923130263495484,0.008054504682071886
85.92127596892162,82.07016722221611,59.76609567217928,823.5076282469262,1.5016401479528048,37.932700092997116,1.0040233871406616
86.96320387315644,88.92383940305446,65.75332915344013,833.3396311001412,1.6045748281105363,45.00741887132604,0.9963007274487604
86.12692693950285,83.28803649385823,58.160231788287334,811.7802812469771,1.4940196429670654,40.88402637749632,0.9983921971668439
88.08712714822873,78.95615664076588,67.81795495903728,839.6369463171964,1.702766200598299,46.033194061383874,1.0020162568529944
66.97138607600385,115.15453683624922,16.900630314528136,519.3262984643897,0.6021066079032699,21.0199641857305,0.0007275740266779768
86.9496125437671,86.96294703083865,64.2066284474919,826.8393011047583,1.5967298741294336,43.102174283584226,1.0003788741400943
66.05802725794224,119.82434501594139,15.807366533440197,515.980366817073,0.5033662402809862,18.02042447846514,0.0025263375796638534
80.97364848279703,91.07669989906847,40.96123407593121,713.6681466967892,1.2073956008352091,30.922406514666278,1.005402092340445
82.02537055083009,90.88122423605527,46.00082597906598,720.3563496732908,1.1934455785500695,34.9845529003633,0.9984847190731716
